2
5000 8000
BWE BRG 602.49
BWF GIS 634.32
BWG FJT 637.18
BWH APE 864.70
BWI CTY 716.15
BWJ ASQ 679.97
BWK GTN 323.08
BWL HKD 279.40
BWM GYN 755.08
BWN ERJ 147.51
BWO FWH 319.46
BWP FML 846.33
BWQ FJH 205.13
BWR DHQ 246.15
BWS CQA 380.83
BWT GYE 259.04
BWU BAN 242.44
BWV EJY 239.66
BWW CQV 406.74
BWX DKC 83.57
BWY EAC 586.59
BWZ DLF 441.26
BXA DBM 136.22
BXB GCW 636.67
BXC FBM 317.59
BXD FMN 786.37
BXE GVV 587.29
BXF GHE 137.60
BXG EZW 295.96
BXH FZC 128.21
BXI FNH 664.96
BXJ BCM 987.16
BXK FZF 607.66
BXL CDL 787.03
BXM FBG 658.24
BXN BGD 300.83
BXO GFX 124.70
BXP BQA 481.54
BXQ CSB 462.75
BXR GMT 152.22
BXS AIE 65.91
BXT AMI 744.44
BXU ETH 898.35
BXV BED 609.15
BXW FNS 265.81
BXX GOJ 198.15
BXY HFW 288.13
BXZ GUE 165.21
BYA AIQ 739.19
BYB BQD 73.73
BYC DQM 149.88
BYD DQP 969.30
BYE CDG 116.65
BYF GJC 535.51
BYG AEW 896.10
BYH BUF 686.79
BYI GQE 116.90
BYJ CGR 615.22
BYK DPT 476.81
BYL AXQ 536.60
BYM FDS 125.25
BYN BZM 0.43
BYO CIE 83.60
BYP DJR 472.70
BYQ BMH 281.41
BYR EQJ 547.26
BYS CLS 84.51
BYT CEM 869.40
BYU ASY 294.44
BYV FZY 271.13
BYW DEM 419.70
BYX FKU 152.56
BYY EQK 716.20
BYZ GJL 715.37
BZA AHP 155.67
BZB GOY 99.15
BZC BYK 986.73
BZD FAF 857.82
BZE GNL 428.75
BZF DNC 56.64
BZG APA 204.00
BZH AHW 468.49
BZI FPU 283.98
BZJ EFJ 980.24
BZK CFH 906.34
BZL DWE 932.49
BZM HEV 536.34
BZN AJU 862.64
BZO EDT 179.87
BZP HGS 609.08
BZQ BFR 829.98
BZR EMI 943.50
BZS CFD 971.34
BZT CAJ 214.09
BZU FBU 458.90
BZV DXQ 437.29
BZW AWG 201.68
BZX HHF 441.98
BZY FHN 407.20
BZZ CAC 227.62
CAA DMX 0.64
CAB ABY 639.58
CAC AIO 572.21
CAD AIA 116.57
CAE DUR 243.75
CAF FNI 251.15
CAG BFL 597.40
CAH EUC 381.02
CAI GRN 323.02
CAJ GSU 459.39
CAK GXO 192.89
CAL GPM 935.39
CAM GBH 965.99
CAN DLF 43.77
CAO FEH 126.64
CAP GAZ 686.74
CAQ FXG 758.54
CAR EOH 991.31
CAS BEI 155.59
CAT HHU 246.36
CAU BQL 833.53
CAV GPA 800.12
CAW EPU 19.20
CAX GGL 326.72
CAY FIY 776.26
CAZ CVR 451.19
CBA FKS 846.32
CBB BVJ 527.25
CBC DCW 927.48
CBD CPW 349.03
CBE HHP 169.45
CBF EDS 508.45
CBG HJL 689.13
CBH GQA 422.27
CBI CTR 607.65
CBJ ASD 407.59
CBK BDR 493.18
CBL BVR 199.17
CBM FVP 388.86
CBN EGE 18.14
CBO CWJ 475.53
CBP DGC 461.31
CBQ AIB 19.44
CBR GYM 297.69
CBS GXS 723.11
CBT GHT 164.56
CBU FKO 9.53
CBV HFF 984.09
CBW AYM 499.83
CBX DCU 706.91
CBY CDU 238.52
CBZ ERY 875.71
CCA FRS 485.74
CCB FQQ 407.61
CCC DVB 927.82
CCD AMX 530.28
CCE ATR 895.09
CCF CDX 888.73
CCG HKD 307.20
CCH EMQ 24.97
CCI ALT 160.19
CCJ CXX 86.41
CCK FAW 353.11
CCL ALI 31.92
CCM FTJ 803.90
CCN AWW 123.95
CCO HJA 16.86
CCP CKA 101.17
CCQ BHU 401.59
CCR EJD 704.24
CCS HCU 934.54
CCT GJZ 896.28
CCU HES 553.15
CCV BNW 71.20
CCW BLH 298.49
CCX BHK 54.20
CCY APX 776.26
CCZ EJA 628.41
CDA DNT 538.15
CDB GFT 982.32
CDC AYD 562.69
CDD GJR 548.00
CDE BWV 269.46
CDF FCZ 409.19
CDG DZR 321.47
CDH CXD 163.98
CDI DNM 838.51
CDJ GEG 576.20
CDK BQA 172.32
CDL FCB 415.54
CDM EXY 70.61
CDN GYI 93.02
CDO FEL 937.39
CDP FUG 139.78
CDQ DHA 708.81
CDR FES 144.64
CDS AXS 391.90
CDT DRS 341.61
CDU ADC 668.85
CDV FZC 659.45
CDW FMD 191.27
CDX EKO 573.38
CDY HIS 210.73
CDZ GXE 584.96
CEA CBZ 960.51
CEB GPS 344.43
CEC FOB 797.29
CED HDL 205.04
CEE GQK 485.93
CEF BFU 537.27
CEG GST 630.45
CEH FHZ 793.28
CEI FEF 701.59
CEJ DAQ 10.75
CEK EZS 49.21
CEL APK 524.29
CEM HBJ 820.67
CEN GQU 597.30
CEO EUC 410.77
CEP DDW 905.02
CEQ HIG 346.29
CER GLR 565.93
CES DCR 850.43
CET FJW 41.80
CEU GHV 115.80
CEV BLP 858.14
CEW AFM 588.03
CEX AMC 95.64
CEY CYP 949.83
CEZ HGQ 823.59
CFA BRW 103.63
CFB FPM 566.56
CFC CBI 772.59
CFD EYI 282.74
CFE AEZ 346.13
CFF AWW 554.65
CFG FBE 600.75
CFH CEO 163.05
CFI CSR 55.07
CFJ FCH 114.59
CFK DJL 274.49
CFL BWE 244.16
CFM AMU 624.16
CFN FOH 315.66
CFO AKR 773.23
CFP FZI 900.08
CFQ CMA 814.17
CFR ABC 128.20
CFS BQD 630.51
CFT FYM 933.65
CFU AHA 925.76
CFV FXZ 159.62
CFW DJG 935.92
CFX GBR 304.73
CFY CWI 854.57
CFZ EHU 488.91
CGA GXF 555.58
CGB GKK 155.10
CGC DBX 399.92
CGD FLB 80.77
CGE EOR 937.06
CGF CEU 377.06
CGG AUG 447.50
CGH GDT 665.04
CGI HFH 79.73
CGJ AVD 381.69
CGK GCX 250.51
CGL HKD 695.52
CGM ABA 27.51
CGN ETL 340.95
CGO GKW 583.10
CGP AIM 11.15
CGQ EKO 889.97
CGR AND 645.46
CGS DWY 800.55
CGT AEJ 790.09
CGU CNZ 870.61
CGV CRR 815.89
CGW EPA 672.41
CGX CIH 723.16
CGY ASR 243.15
CGZ BBR 921.16
CHA CMF 809.69
CHB ACU 7.14
CHC BSR 780.47
CHD EAF 46.33
CHE DCV 504.99
CHF GQZ 829.30
CHG DRG 550.79
CHH AFE 11.90
CHI AHR 364.52
CHJ FFE 252.47
CHK ESR 969.14
CHL ATO 716.77
CHM FXQ 712.83
CHN CXA 720.75
CHO AUX 708.31
CHP ERG 776.69
CHQ FAE 585.64
CHR EJZ 682.25
CHS EFY 458.97
CHT CBT 56.73
CHU HIP 949.59
CHV ABM 522.46
CHW FCE 687.83
CHX CJC 15.24
CHY EQE 336.36
CHZ CVE 451.02
CIA EQL 663.13
CIB FVW 437.62
CIC DGF 771.25
CID GJT 658.98
CIE HHG 127.33
CIF DXX 324.61
CIG DAK 546.56
CIH AVH 406.13
CII BXM 898.97
CIJ BUM 133.02
CIK AVC 675.93
CIL CAY 675.99
CIM ASH 353.37
CIN AMN 579.64
CIO GNY 285.99
CIP BWQ 485.79
CIQ DMC 525.50
CIR BNN 815.64
CIS DQT 408.83
CIT HJC 103.36
CIU EDQ 237.35
CIV FAL 576.18
CIW EUH 598.36
CIX BPT 952.96
CIY FIL 608.69
CIZ FDE 836.46
CJA BVX 904.99
CJB BGE 811.90
CJC ATN 530.72
CJD CMI 275.13
CJE BQB 912.77
CJF AGX 92.88
CJG BGV 847.87
CJH AZU 62.07
CJI CHJ 546.68
CJJ FAX 119.91
CJK GVH 756.93
CJL CUK 731.46
CJM HCK 678.40
CJN ACJ 179.67
CJO CKB 97.45
CJP AJL 898.75
CJQ DOZ 692.10
CJR DJV 424.33
CJS BXZ 429.24
CJT AVI 203.07
CJU BKL 623.92
CJV FFV 107.33
CJW CWQ 368.00
CJX EEM 55.53
CJY DTW 498.36
CJZ AUJ 25.75
CKA DBT 871.53
CKB BZT 774.11
CKC COP 768.68
CKD CKB 327.58
CKE DXH 296.96
CKF FUH 32.10
CKG CYU 100.51
CKH GKL 375.42
CKI GFP 646.47
CKJ DAL 198.81
CKK AXR 201.48
CKL EWZ 69.22
CKM DRF 639.07
CKN FNZ 811.21
CKO FMF 300.20
CKP FFP 556.25
CKQ EMU 757.70
CKR FXM 212.23
CKS FXD 611.19
CKT BFK 719.56
CKU CGK 766.15
CKV EMC 897.23
CKW FJD 698.66
CKX GRP 723.45
CKY FHR 178.18
CKZ EKC 779.04
CLA HDQ 555.46
CLB GPH 112.67
CLC FNX 973.02
CLD FLI 495.49
CLE AGS 87.90
CLF GTK 771.99
CLG FBQ 545.62
CLH BAG 699.03
CLI ETN 524.04
CLJ AOH 228.50
CLK DUZ 497.29
CLL BKM 483.89
CLM DCG 725.42
CLN ANW 704.61
CLO GZM 456.65
CLP BUP 446.78
CLQ DKK 495.44
CLR ETA 370.17
CLS EIG 810.39
CLT HDT 68.72
CLU GAQ 80.92
CLV FYC 907.41
CLW AYU 988.46
CLX BWC 110.40
CLY FTQ 352.07
CLZ HHX 129.73
CMA CAK 628.15
CMB ANT 372.37
CMC DZU 984.49
CMD ARY 420.69
CME CPG 724.16
CMF EXL 616.78
CMG ABV 590.46
CMH CDH 15.11
CMI HAE 179.65
CMJ BOR 462.66
CMK EZF 88.08
CML FYC 214.15
CMM FQM 303.56
CMN AVR 752.57
CMO EUG 826.98
CMP CTU 668.52
CMQ GBH 659.45
CMR GNA 135.75
CMS AYV 281.40
CMT CVK 248.60
CMU EHE 587.45
CMV GDJ 552.21
CMW EOR 179.37
CMX BIS 69.32
CMY GTA 978.21
CMZ EKR 783.11
CNA BPN 229.09
CNB EVP 469.87
CNC FII 648.87
CND FVL 188.29
CNE BAF 431.79
CNF GCQ 421.55
CNG BCD 61.23
CNH GHZ 898.70
CNI BPQ 277.28
CNJ EER 511.71
CNK CBP 503.25
CNL EVM 533.20
CNM AJS 958.30
CNN AAD 205.17
CNO AGY 298.02
CNP EAH 493.36
CNQ BYX 312.59
CNR DSC 223.29
CNS DSO 512.72
CNT GPF 927.88
CNU HID 431.91
CNV AZQ 199.27
CNW BSF 70.26
CNX HAW 999.29
CNY BQJ 572.31
CNZ FUI 539.31
COA DIP 738.46
COB GXW 85.23
COC FZK 838.55
COD FKR 960.31
COE AOD 605.72
COF ESM 827.21
COG ABY 580.42
COH GJY 206.82
COI FDM 625.60
COJ DCX 201.17
COK CBS 647.66
COL CQY 41.22
COM FZV 825.45
CON BRL 228.99
COO CSK 551.52
COP ANM 800.37
COQ FGY 840.82
COR EIZ 313.78
COS DOR 176.00
COT GSB 979.47
COU CZS 727.76
COV BFN 27.09
COW FAL 20.70
COX BLU 564.85
COY EJR 532.14
COZ EKQ 194.37
CPA FGX 493.51
CPB CUZ 61.24
CPC FYT 439.63
CPD ARZ 880.26
CPE GNV 58.54
CPF BXO 608.18
CPG DGM 729.76
CPH CWE 905.77
CPI FFO 359.58
CPJ FNQ 14.53
CPK GEC 855.44
CPL FWO 559.05
CPM FNZ 439.06
CPN FDO 13.00
CPO DCK 216.98
CPP DOJ 478.04
CPQ FVC 606.49
CPR BLC 356.50
CPS ABC 829.52
CPT AGC 364.32
CPU DIO 244.44
CPV DPC 114.46
CPW CZV 57.98
CPX CPO 207.00
CPY FEW 69.00
CPZ DQA 668.43
CQA EBS 426.68
CQB EIO 127.63
CQC GAH 678.43
CQD BIJ 163.98
CQE GFQ 511.53
CQF ERJ 932.95
CQG FVT 344.83
CQH DPR 491.19
CQI AVF 689.74
CQJ FBM 225.93
CQK APB 991.53
CQL HIM 71.90
CQM GHE 524.14
CQN GJY 630.60
CQO HGP 827.48
CQP CQB 681.11
CQQ BHQ 690.04
CQR ETB 446.95
CQS DQC 949.37
CQT DPZ 590.93
CQU DNW 580.00
CQV DRN 905.98
CQW BPD 976.85
CQX CLV 262.70
CQY FSP 416.21
CQZ DDU 764.29
CRA HJF 156.06
CRB GMF 784.30
CRC CFJ 442.14
CRD CXM 600.39
CRE ERE 877.46
CRF CPI 687.31
CRG HBV 253.76
CRH CMC 99.50
CRI FZN 72.25
CRJ AIR 991.09
CRK BOT 377.83
CRL ASA 740.61
CRM AMT 621.28
CRN ADX 184.80
CRO HGV 655.47
CRP BSJ 772.28
CRQ AZI 112.33
CRR ARF 655.26
CRS CVU 135.01
CRT BWA 987.61
CRU DRX 700.68
CRV ARD 579.98
CRW GJK 136.24
CRX DGR 484.63
CRY DUY 696.95
CRZ FRI 24.26
CSA EFF 699.83
CSB DDF 592.99
CSC GCX 931.71
CSD FNA 522.13
CSE BEN 53.92
CSF CKN 562.23
CSG EPI 14.51
CSH BYF 720.72
CSI BGC 800.20
CSJ CDK 325.53
CSK CVF 546.79
CSL GXB 782.37
CSM CNK 75.56
CSN DIP 218.56
CSO GIS 906.24
CSP AXJ 174.34
CSQ COR 334.74
CSR CLH 90.71
CSS DXK 872.16
CST DWI 17.15
CSU GJA 234.29
CSV BVK 92.34
CSW DYG 123.92
CSX FOU 725.37
CSY CDM 848.44
CSZ BHR 752.05
CTA FCK 283.46
CTB BIS 405.30
CTC DNU 964.95
CTD DDN 295.05
CTE CWP 30.21
CTF CFN 640.79
CTG ERE 400.24
CTH DIE 794.92
CTI BUL 671.38
CTJ AVV 198.49
CTK AQT 718.49
CTL AWW 481.51
CTM DAN 430.93
CTN GJA 93.58
CTO BJF 584.83
CTP ESJ 1.65
CTQ BAU 707.10
CTR FGV 390.83
CTS FIB 30.82
CTT BQL 706.76
CTU BQP 155.28
CTV AVH 425.98
CTW DCK 242.57
CTX EBR 991.45
CTY ANI 196.49
CTZ EFR 146.66
CUA EEK 807.81
CUB AIT 84.45
CUC GDV 162.11
CUD BOG 845.17
CUE GYC 514.23
CUF FEB 942.28
CUG EXJ 253.78
CUH HDD 220.42
CUI EAO 182.52
CUJ AFD 509.16
CUK HFF 438.26
CUL GOP 56.86
CUM BTN 483.09
CUN GJV 921.83
CUO CTD 565.30
CUP DKX 921.62
CUQ CXJ 860.19
CUR FHU 938.90
CUS FBB 674.66
CUT FTP 96.29
CUU FSJ 794.42
CUV BTC 573.74
CUW GNW 535.20
CUX EQF 659.85
CUY EVE 884.87
CUZ FKZ 382.58
CVA ALK 431.21
CVB EDA 494.52
CVC EKX 814.79
CVD ELT 920.93
CVE AXJ 811.89
CVF DGY 916.73
CVG AVR 339.18
CVH CBH 21.43
CVI CQE 803.23
CVJ HBH 366.26
CVK FXX 319.81
CVL CTH 809.37
CVM CVZ 897.69
CVN GVG 899.78
CVO EUM 801.77
CVP GWW 596.25
CVQ GAW 48.84
CVR CAM 474.32
CVS GSC 670.65
CVT GVE 407.25
CVU FOG 564.85
CVV APO 318.15
CVW ALY 343.14
CVX GWJ 917.89
CVY FBJ 620.82
CVZ APZ 744.02
CWA CNB 387.68
CWB HGC 122.68
CWC FIL 186.14
CWD AFN 558.50
CWE ASI 631.87
CWF EOE 547.93
CWG DHQ 245.54
CWH EKH 544.36
CWI CGF 581.04
CWJ GUN 725.78
CWK BCR 602.64
CWL BJU 213.45
CWM EQO 710.55
CWN GQR 255.67
CWO BYV 579.02
CWP EMG 599.04
CWQ FFO 43.64
CWR EKP 742.64
CWS AEL 71.23
CWT ALZ 544.74
CWU GIE 455.91
CWV CFP 383.83
CWW GEL 278.46
CWX BKO 108.20
CWY HAS 370.36
CWZ DKM 168.91
CXA EUN 368.47
CXB EHQ 82.30
CXC AFT 677.23
CXD CYB 737.43
CXE HKH 828.22
CXF DGD 550.00
CXG GIA 385.24
CXH AYX 265.18
CXI BME 757.31
CXJ DYW 323.10
CXK BAR 66.12
CXL GPM 241.71
CXM BZS 962.16
CXN EVD 367.60
CXO FKM 510.94
CXP GJE 469.05
CXQ AFG 82.41
CXR BLC 121.96
CXS DKE 216.37
CXT BFG 179.42
CXU GJE 522.91
CXV BFJ 243.51
CXW DHL 349.10
CXX AYS 528.15
CXY AEV 645.65
CXZ BTI 483.16
CYA FRS 721.71
CYB HAH 219.88
CYC FOF 401.84
CYD DXE 179.92
CYE HGK 287.53
CYF EYS 119.24
CYG ASF 363.86
CYH GMH 293.10
CYI FIQ 427.65
CYJ CCE 951.87
CYK BIG 528.98
CYL GEB 185.76
CYM CBN 31.11
CYN DYZ 148.03
CYO GPZ 728.68
CYP CBN 552.07
CYQ DGL 683.11
CYR HEL 461.31
CYS ASH 522.96
CYT BOJ 488.30
CYU BDA 617.25
CYV EPR 343.95
CYW ACG 175.79
CYX CNG 888.39
CYY AOO 600.14
CYZ GIB 881.05
CZA EMR 362.69
CZB GMM 334.26
CZC GUF 107.76
CZD FKE 234.09
CZE FJC 440.52
CZF DMY 613.88
CZG DSX 558.12
CZH EPO 535.63
CZI DOB 43.46
CZJ BPG 55.10
CZK BWJ 795.00
CZL DBZ 805.35
CZM GMG 526.67
CZN DZE 901.28
CZO GUJ 697.53
CZP BNI 419.47
CZQ AOJ 176.18
CZR FAO 617.54
CZS CGI 399.54
CZT ANU 283.90
CZU HBU 801.32
CZV DKI 290.74
CZW DXM 136.49
CZX ELG 767.57
CZY FJF 850.31
CZZ BHZ 4.20
DAA BKT 548.76
DAB FTW 943.15
DAC GOX 503.30
DAD ADF 365.78
DAE HFP 790.28
DAF ELI 424.57
DAG AVR 866.02
DAH CHW 413.92
DAI BRQ 220.79
DAJ FHC 432.66
DAK DMB 922.65
DAL BJE 708.60
DAM DWR 549.79
DAN CAK 402.62
DAO BAG 462.36
DAP DQV 372.46
DAQ CIB 216.38
DAR EXS 413.61
DAS GJB 323.56
DAT CBG 247.55
DAU FHC 891.68
DAV BDQ 407.34
DAW DDU 41.27
DAX DUL 186.78
DAY CWU 846.12
DAZ CUF 774.75
DBA EYH 342.85
DBB AXS 991.44
DBC GNM 123.05
DBD HGF 619.79
DBE AWF 964.41
DBF EOL 87.10
DBG CCT 634.90
DBH BGO 227.51
DBI DSK 607.14
DBJ HFU 72.30
DBK EKA 310.70
DBL CHP 420.04
DBM DAG 464.42
DBN DOO 941.08
DBO CIX 389.79
DBP GVO 242.84
DBQ FBW 362.71
DBR HHO 952.33
DBS FHC 791.86
DBT AYD 398.21
DBU FFW 54.93
DBV FXF 100.58
DBW EEB 149.55
DBX CZU 648.29
DBY FBF 803.15
DBZ CBH 582.56
DCA AKB 363.75
DCB GEJ 629.35
DCC FAP 772.95
DCD DXA 629.27
DCE DHB 613.31
DCF FWC 385.95
DCG AGY 269.91
DCH BTI 788.82
DCI ACD 237.44
DCJ GGZ 818.05
DCK ETS 999.39
DCL BVZ 982.20
DCM ENH 410.25
DCN DZP 232.69
DCO CGR 678.12
DCP AUT 490.78
DCQ EZL 981.38
DCR CQS 197.08
DCS FXJ 181.13
DCT BEQ 244.12
DCU GLR 861.99
DCV ESS 97.50
DCW FJS 295.39
DCX EWH 357.20
DCY FTE 236.87
DCZ FJN 988.72
DDA FCM 420.94
DDB GPZ 712.26
DDC GQX 928.45
DDD AZH 371.64
DDE DVV 923.72
DDF ATR 811.96
DDG DIU 473.12
DDH CQJ 986.49
DDI GNT 162.44
DDJ FPZ 775.73
DDK DLJ 187.73
DDL EXK 483.37
DDM GAC 923.07
DDN DMH 179.48
DDO ESA 342.88
DDP EBE 723.26
DDQ FGQ 466.17
DDR BFI 922.05
DDS BBU 380.47
DDT AQD 164.72
DDU FYQ 483.17
DDV CYF 372.82
DDW BJV 312.77
DDX FSZ 937.59
DDY BZG 753.45
DDZ ASC 826.68
DEA BMR 750.08
DEB DLB 587.82
DEC EOO 314.15
DED BBB 996.62
DEE CYM 262.55
DEF EGM 584.37
DEG CYT 155.40
DEH FHZ 286.86
DEI CGC 127.17
DEJ DNU 3.59
DEK FXP 918.83
DEL GRO 57.19
DEM GQG 62.77
DEN EKK 33.85
DEO DON 871.63
DEP DFN 84.44
DEQ FHQ 334.10
DER BTI 294.86
DES ATH 766.61
DET EIE 632.33
DEU EMH 174.89
DEV EMO 757.88
DEW BFU 50.18
DEX GBF 29.69
DEY GYA 986.89
DEZ AWA 114.73
DFA DGI 736.74
DFB HIL 300.84
DFC HDL 330.23
DFD AHE 779.25
DFE EAR 522.26
DFF CYM 987.09
DFG GSX 862.99
DFH EJW 831.66
DFI EBW 900.48
DFJ DTQ 658.76
DFK EMA 7.75
DFL BEN 569.20
DFM HGB 788.43
DFN FTK 398.80
DFO EAB 795.70
DFP GUU 844.56
DFQ BII 848.97
DFR GII 658.99
DFS FRC 807.13
DFT EJB 708.10
DFU GRV 628.97
DFV GFK 512.79
DFW GPA 140.67
DFX GCH 121.57
DFY GMR 971.98
DFZ GKJ 280.05
DGA HHL 524.02
DGB DVX 201.18
DGC BZY 611.67
DGD BCJ 414.81
DGE DKB 440.55
DGF ALS 266.85
DGG DVK 895.33
DGH AJM 795.77
DGI COX 527.60
DGJ AZH 195.37
DGK BFK 362.59
DGL CMO 648.53
DGM EZI 216.14
DGN AGI 871.45
DGO CFV 877.48
DGP AFU 494.89
DGQ BKX 164.28
DGR DVV 877.47
DGS AWI 623.09
DGT EAM 346.84
DGU CAR 878.69
DGV DOK 680.21
DGW FVY 703.05
DGX ENX 640.00
DGY HGB 306.89
DGZ EWY 550.74
DHA BXG 707.05
DHB FLG 663.30
DHC HDS 296.42
DHD FNY 438.36
DHE GXY 13.31
DHF ECD 738.92
DHG ELB 956.37
DHH GJJ 117.07
DHI CBN 399.23
DHJ GDK 970.15
DHK ABK 241.13
DHL GNY 378.98
DHM CVA 453.38
DHN DNO 338.36
DHO FUK 17.87
DHP FRX 920.32
DHQ GZJ 251.90
DHR BTP 138.69
DHS EAB 445.43
DHT BHQ 49.27
DHU AGQ 837.35
DHV BBX 799.85
DHW CNC 895.15
DHX GOT 700.24
DHY DAL 544.36
DHZ HGN 899.35
DIA EFA 484.28
DIB AEO 56.71
DIC GRJ 460.84
DID GGM 24.98
DIE BHZ 447.70
DIF BYM 694.21
DIG EWO 855.98
DIH AFL 574.97
DII FPH 573.47
DIJ BPR 923.67
DIK DMM 903.01
DIL HDG 368.08
DIM CSM 803.97
DIN BTP 256.07
DIO AUX 902.23
DIP FKL 460.86
DIQ CPP 433.77
DIR GPP 487.70
DIS DWU 76.17
DIT DNV 700.37
DIU GPM 785.03
DIV GBT 386.99
DIW DUB 227.48
DIX ADS 105.94
DIY EJX 76.78
DIZ EKP 375.31
DJA GKX 916.66
DJB DBJ 777.95
DJC HAX 975.23
DJD EBQ 232.48
DJE BAK 352.98
DJF ABB 427.50
DJG EGM 374.43
DJH ACI 8.40
DJI BHU 754.92
DJJ FXS 137.99
DJK FSD 103.36
DJL EOR 344.49
DJM ABS 814.00
DJN AQO 295.33
DJO DBK 480.05
DJP GXR 34.09
DJQ DUI 577.55
DJR AKS 280.86
DJS DZI 173.11
DJT DWJ 593.76
DJU DDU 533.72
DJV BFK 639.88
DJW HDT 99.98
DJX ASX 522.28
DJY BNO 357.07
DJZ DOD 558.39
DKA CLC 348.79
DKB DXF 118.32
DKC CAN 516.84
DKD BOC 380.61
DKE EEO 247.81
DKF DTO 720.65
DKG CFW 553.78
DKH DZM 378.14
DKI DGH 841.90
DKJ DUP 416.51
DKK AYQ 156.69
DKL AZS 447.31
DKM CXJ 704.69
DKN DTG 275.11
DKO GYW 629.87
DKP GGG 849.23
DKQ EPO 63.42
DKR GML 468.49
DKS BWO 708.25
DKT AXJ 67.73
DKU AHI 754.36
DKV BFJ 781.43
DKW DKW 116.94
DKX BIB 198.57
DKY EGA 458.53
DKZ CGO 498.00
DLA GSH 835.00
DLB AMJ 35.42
DLC BON 914.90
DLD BFY 92.01
DLE ASJ 471.07
DLF FCS 850.48
DLG EVA 235.85
DLH GNQ 441.81
DLI BKS 658.64
DLJ BYB 900.17
DLK GRP 624.96
DLL GFF 721.16
DLM EXX 331.75
DLN FYY 864.28
DLO BVG 861.85
DLP BNY 569.02
DLQ CRD 307.59
DLR DIN 563.59
DLS CVP 242.02
DLT BYK 94.31
DLU GQI 923.90
DLV BLN 411.12
DLW ALH 590.82
DLX HIG 267.37
DLY EPN 525.99
DLZ ADR 662.47
DMA GZJ 176.20
DMB DEP 56.38
DMC DBM 630.40
DMD GGO 625.27
DME GOJ 282.94
DMF APP 352.64
DMG EKL 125.78
DMH CQN 140.07
DMI FCG 898.88
DMJ FJQ 80.91
DMK GFR 342.70
DML EYY 309.57
DMM DZR 508.48
DMN HCP 182.99
DMO GSW 908.02
DMP HBQ 512.46
DMQ CUN 392.62
DMR FKO 919.21
DMS GPC 653.03
DMT FIK 678.80
DMU GQY 902.29
DMV EEA 853.55
DMW GLU 438.24
DMX ACM 559.41
DMY FZC 228.01
DMZ DBR 486.95
DNA GWY 295.87
DNB AQT 667.76
DNC ACX 536.99
DND BGV 165.86
DNE EEY 696.21
DNF AJB 856.27
DNG FUA 247.17
DNH AAV 438.90
DNI EQC 647.00
DNJ BXI 999.71
DNK AMO 476.19
DNL EDN 904.42
DNM CBF 10.41
DNN AHM 578.59
DNO EHU 104.15
DNP AAC 136.17
DNQ APD 189.11
DNR FWK 367.89
DNS EZV 654.68
DNT ADM 498.16
DNU CRB 375.59
DNV FJP 766.77
DNW AVV 456.96
DNX CPG 686.50
DNY HJH 486.90
DNZ DYJ 980.30
DOA FDO 866.51
DOB DZO 204.56
DOC GXN 348.55
DOD CKK 278.86
DOE CFW 339.26
DOF GFD 179.76
DOG BQZ 218.97
DOH FNA 581.51
DOI EKD 244.92
DOJ FAY 551.60
DOK CSR 597.63
DOL CRR 570.33
DOM DAH 524.05
DON DQD 649.11
DOO EJE 270.08
DOP AAL 301.08
DOQ CVS 677.66
DOR FWW 177.04
DOS CWS 779.35
DOT ETP 805.96
DOU HHL 197.98
DOV ENG 974.02
DOW AVI 860.42
DOX CUP 617.66
DOY CWC 798.73
DOZ BMA 52.91
DPA DLK 487.63
DPB DSY 941.51
DPC GAH 43.59
DPD EAP 513.19
DPE CCX 220.05
DPF BRF 777.30
DPG AQS 646.95
DPH FXF 250.97
DPI DAS 737.29
DPJ FFR 871.96
DPK BKP 369.71
DPL ELX 679.27
DPM GYN 565.05
DPN EBA 662.52
DPO CHJ 629.71
DPP EOT 87.19
DPQ GGK 338.67
DPR GUC 456.07
DPS CWD 782.85
DPT CLE 22.97
DPU ABC 947.06
DPV BDA 227.66
DPW GGD 918.14
DPX AUX 347.37
DPY EWJ 862.61
DPZ GUI 754.23
DQA GYW 392.36
DQB DCN 625.98
DQC AHU 893.96
DQD DNB 648.24
DQE HGH 167.46
DQF CXP 968.06
DQG DOW 91.17
DQH FOL 215.44
DQI FRT 556.93
DQJ APJ 203.97
DQK ERR 202.21
DQL DAI 425.05
DQM DIG 237.31
DQN HKA 939.31
DQO BBE 318.80
DQP DQY 495.77
DQQ FFR 454.09
DQR BSN 995.62
DQS BCK 737.29
DQT CSH 198.76
DQU CMT 869.85
DQV DQK 737.93
DQW CMZ 754.49
DQX BRY 162.09
DQY CJV 518.82
DQZ DCY 978.93
DRA APJ 961.22
DRB HER 4.92
DRC BDV 339.93
DRD BHP 461.98
DRE BDV 964.82
DRF EUT 533.42
DRG GHS 406.54
DRH BCH 257.52
DRI AYE 663.46
DRJ EYD 375.63
DRK EAE 786.63
DRL GCE 657.85
DRM EYT 393.97
DRN BXF 852.54
DRO ERC 349.54
DRP DPK 633.83
DRQ AIT 398.99
DRR FTS 672.82
DRS FDW 910.03
DRT DRP 561.18
DRU BFG 256.07
DRV DWN 620.80
DRW EEY 950.68
DRX ECK 133.48
DRY DJB 498.12
DRZ FDS 310.97
DSA EUK 949.71
DSB GMA 825.88
DSC EFJ 115.81
DSD CHB 256.48
DSE AOT 673.43
DSF FIG 939.64
DSG DVY 856.11
DSH EKC 974.86
DSI HIQ 910.78
